관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
50130-00016,희망공원,어린이공원,,제주특별자치도 서귀포시 동홍동 87-4,33.257862,126.571005,1511,운동기구 3종,조합놀이대,파고라 1식,,,1991-08-19,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00017,동광공원,어린이공원,제주특별자치도 서귀포시 동홍동로32번길 14,제주특별자치도 서귀포시 동홍동 100-3,33.257504,126.576386,1511,운동기구 4종,,,,,1991-08-19,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00018,양지공원,어린이공원,,제주특별자치도 서귀포시 동홍동 420-1,33.256336,126.575635,1511,운동기구 3종,조합놀이대 외 2종,파고라 1식,,,1991-08-19,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00019,여명공원,어린이공원,,제주특별자치도 서귀포시 동홍동 435-4,33.255901,126.573145,1509,운동기구 3종,조합놀이대 외 1종,파고라 1식,,,1991-08-19,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00020,토평근린공원,근린공원,제주특별자치도 서귀포시 토평공단로139번길 17,제주특별자치도 서귀포시 토평동 3273-1,33.292899,126.580805,10000,운동기구 3종,,파고라 2식,,,1991-08-19,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00021,미래1공원,어린이공원,제주특별자치도 서귀포시 신북로24번길 12,제주특별자치도 서귀포시 서호동 1150,33.259306,126.512596,3441,운동기구 1종,조합놀이대 외 5종,파고라 1식,,,1992-12-31,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00022,문화2공원,어린이공원,,제주특별자치도 서귀포시 강정동 138,33.257703,126.508212,2676,,조합놀이대 외 1종,파고라 1식,,,1992-12-31,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00023,미래2공원,어린이공원,,제주특별자치도 서귀포시 서호동 1453,33.257275,126.511551,3073,,조합놀이대 외 5종,파고라 1식,,,1992-12-31,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00024,신학공원,어린이공원,제주특별자치도 서귀포시 신동로27번길 6-7,제주특별자치도 서귀포시 서호동 1473-4,33.251734,126.512106,2001,,조합놀이대 외 3종,파고라 1식,,,1992-12-31,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00025,대청공원,어린이공원,제주특별자치도 서귀포시 신서로 38,제주특별자치도 서귀포시 강정동 169-8,33.253406,126.505164,1779,,조합놀이대 외 1종,파고라 1식,,,1992-12-31,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00026,문화1공원,어린이공원,제주특별자치도 서귀포시 신서로102번길 27,제주특별자치도 서귀포시 강정동 123,33.259772,126.508654,3633,운동기구 3종,조합놀이대 외 2종,파고라 1식,,,1992-12-31,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00027,시민공원,근린공원,제주특별자치도 서귀포시 신서귀로 87,제주특별자치도 서귀포시 법환동 731-2,33.256333,126.510749,10272,,,파고라 1식,,,1992-12-31,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00028,문화공원,근린공원,제주특별자치도 서귀포시 일주서로 2,제주특별자치도 서귀포시 강정동 176,33.24973351,126.5079623,20882,운동기구 4종,조합놀이대,파고라 3식,,,1992-12-31,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00029,조각공원,문화공원,,제주특별자치도 서귀포시 안덕면 덕수리 613-2,33.251221,126.323177,170960,,,,,,1992-12-31,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00030,하모공원,어린이공원,제주특별자치도 서귀포시 대정읍 최남단해안로29번길 14,제주특별자치도 서귀포시 대정읍 하모리 2140,33.218571,126.252728,1733,,조합놀이대 외 4종,파고라 1식,,,1999-08-02,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00031,굴왓공원,어린이공원,제주특별자치도 서귀포시 중앙로150번길 4-1,제주특별자치도 서귀포시 동홍동 1460,33.258621,126.561953,5890,,,,,,2001-06-12,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00032,장수1공원,어린이공원,,제주특별자치도 서귀포시 동홍동 1493,33.255604,126.562498,7022,,,,,,2001-06-12,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00033,동홍동공원,어린이공원,,제주특별자치도 서귀포시 동홍동 1685,33.265622,126.562788,1504,운동기구 3종,조합놀이대 외 1종,파고라 1식,,,2001-06-12,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00034,사계어린이공원,어린이공원,,제주특별자치도 서귀포시 안덕면 사계리 3589,33.249817,126.321784,1583,운동기구 6종,조합놀이대,파고라 1식,,,2001-06-12,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00035,엉또공원,근린공원,,제주특별자치도 서귀포시 강정동 1584,33.268127,126.500813,92370,,,,,,2002-04-24,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00036,서건도공원,소공원,,제주특별자치도 서귀포시 강정동 산1,33.229983,126.4986771,7461,,,,,,2002-04-24,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00037,자구리공원,근린공원,,제주특별자치도 서귀포시 서귀동 70-1,33.243482,126.569065,48279,운동기구 4종,,파고라 1식,,,2002-04-24,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00038,걸매생태공원,근린공원,제주특별자치도 서귀포시 서홍로 4-42,제주특별자치도 서귀포시 서홍동 470,33.249984,126.555064,96840,운동기구 5종,,파고라 3식,,,2002-04-24,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00039,태평공원,근린공원,,제주특별자치도 서귀포시 동홍동 401,33.250707,126.570389,9409,운동기구 8종,,,자기주도학습센터,,2002-04-24,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00040,큰엉공원,근린공원,제주특별자치도 서귀포시 남원읍 태위로 522-17,제주특별자치도 서귀포시 남원읍 남원리 2379-3,33.273365,126.703749,34500,,,,,,2002-12-18,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00041,표선공원,근린공원,제주특별자치도 서귀포시 표선면 민속해안로 620,제주특별자치도 서귀포시 표선면 표선리 44-4,33.325612,126.839341,20486,운동기구 4종,,파고라 2식,,,2002-12-18,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00042,바당어린이공원,어린이공원,,제주특별자치도 서귀포시 서호동 1507-9,33.257628,126.519696,1465,,조합놀이대 외 3종,파고라 1식,,,2007-09-05,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00043,오름어린이공원,어린이공원,,제주특별자치도 서귀포시 서호동 1533,33.253594,126.522031,4194,,조합놀이대 외 3종,파고라 1식,,,2007-09-05,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00044,송이마당어린이공원,어린이공원,,제주특별자치도 서귀포시 서호동 1543,33.247812,126.522437,3940,,조합놀이대 외 5종,파고라 1식,,,2007-09-05,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00045,설문대공원,근린공원,제주특별자치도 서귀포시 서호북로 23,제주특별자치도 서귀포시 서호동 1598,33.258294,126.516786,22660,운동기구 4종,,파고라 3식,,,2007-09-05,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00046,감귤길공원,근린공원,제주특별자치도 서귀포시 서호북로 31-22,제주특별자치도 서귀포시 서호동 1599,33.25642952,126.5167887,31677,운동기구 4종,,파고라 3식,,,2007-09-05,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00047,바람모루공원,근린공원,제주특별자치도 서귀포시 서호남로 19-40,제주특별자치도 서귀포시 서호동 1601,33.25374856,126.5165644,31066,운동기구 4종,,파고라 2식,장애아전문 어린이집,서귀포시노인복지회관,2007-09-05,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00048,숨골공원,근린공원,제주특별자치도 서귀포시 일주동로 9146,제주특별자치도 서귀포시 서호동 1609,33.248163,126.515915,30817,,,파고라 2식,,,2007-09-05,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00049,삼다체육공원,체육공원,제주특별자치도 서귀포시 서호남로 19-30,제주특별자치도 서귀포시 서호동 1602,33.252546,126.516191,42015,운동기구 8종,,파고라 2식,,,2007-09-05,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00050,바다어린이공원,어린이공원,,제주특별자치도 서귀포시 강정동 199-1,33.252325,126.5024641,2022,,조합놀이대 외 5종,파고라 1식,,,2008-07-02,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00051,숲속어린이공원,어린이공원,,제주특별자치도 서귀포시 강정동 191-1,33.254233,126.503736,2136,,조합놀이대 외 6종,파고라 1식,,,2008-07-02,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00052,강정제1호공원,근린공원,제주특별자치도 서귀포시 신서로 39,제주특별자치도 서귀포시 강정동 201,33.25362217,126.504811,11674,운동기구 5종,,파고라 1식,,새서귀노인회관,2008-07-02,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00053,칠십리공원,근린공원,,제주특별자치도 서귀포시 서홍동 653-1,33.244971,126.556156,157591,운동기구 19종,조합놀이대 외 4종,파고라 14식,,,2017-04-10,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00054,샛기정공원,근린공원,,제주특별자치도 서귀포시 서귀동 799-3,33.245738,126.559316,54059,운동기구 12종,,파고라 2식,,,2017-04-10,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00055,1호 소공원,소공원,,제주특별자치도 서귀포시 구억리 1085,33.29574177,126.293146,530.1,,,,,,2009-01-30,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00056,10호 소공원,소공원,,제주특별자치도 서귀포시 보성리 2491,33.28390118,126.2702678,765.4,,,,,,2009-01-30,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00057,11호 소공원,소공원,,제주특별자치도 서귀포시 보성리 2506,33.28397823,126.2692568,641.1,,,,,,2009-01-30,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00058,12호 소공원,소공원,,제주특별자치도 서귀포시 보성리 2523,33.27990832,126.2708271,599.4,,,,,,2014-06-05,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00059,1호 어린이공원,어린이공원,,제주특별자치도 서귀포시 보성리 2399,33.29262851,126.2815805,1662.3,,조합놀이대 외 1종,,,,2009-01-30,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00060,2호 어린이공원,어린이공원,,제주특별자치도 서귀포시 보성리 2451,33.28200551,126.2748602,1622.5,,조합놀이대 외 1종,,,,2009-01-30,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00061,3호 어린이공원,어린이공원,,제주특별자치도 서귀포시 보성리 2516,33.28112476,126.271173,9171.5,,조합놀이대 외 2종,,,,2009-01-30,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00062,1호 근린공원,근린공원,,제주특별자치도 서귀포시 구억리 1107,33.29769179,126.2834034,18392.7,,,,,,2009-01-30,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00063,2호 근린공원,근린공원,,제주특별자치도 서귀포시 구억리 1144,33.28563532,126.2850593,14962.3,,,파고라 2식,,,2009-01-30,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00064,3호 근린공원,근린공원,,제주특별자치도 서귀포시 구억리 1146,33.28669362,126.283096,15828.8,,,파고라 3식,,,2009-01-30,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00065,4호 근린공원,근린공원,,제주특별자치도 서귀포시 보성리 2419,33.28710123,126.2774028,63218.9,,,파고라 3식,,,2009-01-30,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00066,5호 근린공원,근린공원,,제주특별자치도 서귀포시 보성리 2533,33.27854482,126.2699158,23216,,,파고라 1식,,,2009-01-30,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00067,6호 근린공원,근린공원,,제주특별자치도 서귀포시 구억리 1124,33.28911699,126.2871876,16455.1,운동기구 5종,,파고라 9식,,,2010-05-19,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00068,7호 근린공원,근린공원,,제주특별자치도 서귀포시 구억리 1170,33.28431566,126.2803979,12716.2,운동기구 5종,,파고라 3식,,,2010-05-19,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
50130-00069,제일강정푸른꿈공원,근린공원,,제주특별자치도 서귀포시 강정동 4361-4,33.2381696042,126.4766172539,14370,운동기구 5종,조합놀이대 외 6종,파고라 2식,,,2022-05-11,제주특별자치도 서귀포시청,064-760-3192,2024-11-18
