교육청명,교육지원청명,유치원명,설립유형,대표자명,원장명,설립일,개원일,주소,전화번호,팩스번호,홈페이지,만3세학급수,만4세학급수,만5세학급수,혼합학급수,특수학급수,인가총정원수,3세모집정원수,4세모집정원수,5세모집정원수,혼합모집정원수,특수학급모집정원수,만3세원아수,만4세원아수,만5세원아수,혼합원아수,특수원아수,위도,경도
제주특별자치도교육청,서귀포시교육지원청,보성초등학교병설유치원,공립(병설),허정인,허정인,19810309,19810309,제주특별자치도 서귀포시 추사로55번길 6-1,064-7973371,064-797-3399,https://jejuboseong.jje.es.kr/,0,1,1,0,0,43,0,19,24,0,0,0,10,22,0,0,33.2498373844269,126.275912772347
제주특별자치도교육청,서귀포시교육지원청,사계초등학교병설유치원,공립(병설),양혜란,양혜란,19810214,19810310,제주특별자치도 서귀포시 산방로 346,064-795-7118,064-795-7199, ,0,0,0,1,0,19,0,0,0,19,0,0,0,0,15,0,33.2337531245384,126.299663437186
제주특별자치도교육청,서귀포시교육지원청,서광초등학교병설유치원,공립(병설),강동효,강동효,20011227,20020311,제주특별자치도 서귀포시 중산간서로 1842,064-798-0241, ,http://www.seogwang.es.kr,0,0,0,1,0,19,0,0,0,19,0,0,0,0,17,0,33.2883904580379,126.326376686578
제주특별자치도교육청,서귀포시교육지원청,서귀북초등학교병설유치원,공립(병설),강경봉,강경봉,19840415,19840415,제주특별자치도 서귀포시 중앙로 175,064-760-0371,064-760-0300,http://seogwibuk.jje.es.kr,0,0,2,0,0,48,0,0,48,0,0,0,0,41,0,0,33.2597046542347,126.558833027318
제주특별자치도교육청,서귀포시교육지원청,서귀서초등학교병설유치원,공립(병설),고형순,고형순,20010302,20010315,제주특별자치도 서귀포시 솜반천로 38,064-766-1770,064-766-1799,https://school.jje.go.kr/seoguiseo/main.do,0,1,1,0,0,43,0,19,24,0,0,0,19,17,0,0,33.2547480663666,126.556642519191
제주특별자치도교육청,서귀포시교육지원청,서귀중앙초등학교병설유치원,공립(병설),고종희,고종희,19960301,19960301,제주특별자치도 서귀포시 중동로8번길 8,064-731-6270,064-731-6279,http://www.seogwijoonang.es.kr,0,1,2,0,2,67,0,18,41,0,8,0,18,26,0,8,33.2535174697683,126.564717767637
제주특별자치도교육청,서귀포시교육지원청,서귀포초등학교병설유치원,공립(병설),강정희,강정희,20150301,20150301,제주특별자치도 서귀포시 솔동산로11번길 17,064-735-4271,064-735-4276,http://www.seogwipo.es.kr/home/home.jsp,0,1,1,0,1,43,0,17,22,0,4,0,9,12,0,4,33.2443441735175,126.565980758331
제주특별자치도교육청,서귀포시교육지원청,서호초등학교병설유치원,공립(병설),양정윤,양정윤,19820126,19820126,제주특별자치도 서귀포시 호근남로 40,064-766-3571, , ,0,0,2,0,0,48,0,0,48,0,0,0,0,24,0,0,33.2538340400616,126.528829086107
제주특별자치도교육청,서귀포시교육지원청,성모유치원,사립(법인),윤은희,윤은희,19900213,19900301,제주특별자치도 서귀포시 화순중앙로12번길 1,064-792-1004,064-792-1034,https://sungmo.jje.kg.kr,0,0,1,1,0,56,0,0,28,28,0,0,0,12,11,0,33.2502895722982,126.334329279429
제주특별자치도교육청,서귀포시교육지원청,성산초등학교병설유치원,공립(병설),고홍현,고홍현,19950313,19950313,제주특별자치도 서귀포시 한도로 217,064-784-2014,064-784-2014,http://jjseongsan.es.kr,0,0,0,1,0,15,0,0,0,15,0,0,0,0,9,0,33.4683630969294,126.931863951127
제주특별자치도교육청,서귀포시교육지원청,성신유치원,사립(법인),문창우,김정선(직무대리),19840601,19840601,제주특별자치도 서귀포시 고성오조로 120,064-782-3195,064-784-3196,https://sungsin.jje.kg.kr/,0,0,0,2,0,56,0,0,0,56,0,0,0,0,49,0,33.4543209307161,126.913916891804
제주특별자치도교육청,서귀포시교육지원청,성읍초등학교병설유치원,공립(병설),강수연,강수연,19840320,19840320,제주특별자치도 서귀포시 성읍민속로 65,064-780-1870,064-787-4637, ,0,0,0,1,0,19,0,0,0,19,0,0,0,0,7,0,33.383870790653,126.797984475014
제주특별자치도교육청,서귀포시교육지원청,수산초등학교병설유치원,공립(병설),한미숙,한미숙,19810310,19810310,제주특별자치도 서귀포시 수시로 9,064-766-6771,064-766-6777,https://jjsusan.jje.es.kr,0,0,0,1,0,15,0,0,0,15,0,0,0,0,10,0,33.4473788118901,126.88527552947
제주특별자치도교육청,서귀포시교육지원청,시흥초등학교병설유치원,공립(병설),강향옥,강향옥,19840312,19840312,제주특별자치도 서귀포시 시흥상동로 113,064-731-6771, , ,0,0,0,1,0,15,0,0,0,15,0,0,0,0,8,0,33.4795789918558,126.895475683023
제주특별자치도교육청,서귀포시교육지원청,신례초등학교병설유치원,공립(병설),김희정,김희정,19810310,19810310,제주특별자치도 서귀포시 중산간동로 7116,064-767-3474, ,https://school.jje.go.kr/shinrye/main.do,0,0,0,1,0,15,0,0,0,15,0,0,0,0,9,0,33.2845678865076,126.63209339594
제주특별자치도교육청,서귀포시교육지원청,신산초등학교병설유치원,공립(병설),박진자,박진자,19810114,19810310,제주특별자치도 서귀포시 일주동로 5104,064-780-2850,064-780-2888, ,0,0,0,1,0,19,0,0,0,19,0,0,0,0,8,0,33.3809091191252,126.875346681421
제주특별자치도교육청,서귀포시교육지원청,안덕초등학교병설유치원,공립(병설),서영준,서영준,19810310,19810310,제주특별자치도 서귀포시 화순로56번길 32,064-797-6380,064-797-6399,https://andeok.jje.es.kr/,0,0,0,1,0,19,0,0,0,19,0,0,0,0,19,0,33.2505746394771,126.336165044923
제주특별자치도교육청,서귀포시교육지원청,예래초등학교병설유치원,공립(병설),오순애,오순애,19810204,19810204,제주특별자치도 서귀포시 예래로 210-14,064-738-2589,064-738-4240,http://www.yerae.es.kr/,0,0,0,1,0,15,0,0,0,15,0,0,0,0,4,0,33.246340410185,126.391382066392
제주특별자치도교육청,서귀포시교육지원청,예원유치원,사립(사인),김명숙,김명숙,19910617,19910617,제주특별자치도 서귀포시 동홍중앙로 28,064-762-0063,064-762-0065,https://제주예원유치원.com,1,1,1,0,0,87,29,29,29,0,0,14,29,29,0,0,33.253054154437,126.571979566787
제주특별자치도교육청,서귀포시교육지원청,온평초등학교병설유치원,공립(병설),이맹수,이맹수,19950301,19950301,제주특별자치도 서귀포시 일주동로 4740,064-780-2717,064-780-2777,http://www.onpyung.es.kr,0,0,0,1,0,19,0,0,0,19,0,0,0,0,10,0,33.4082223882464,126.896699691933
제주특별자치도교육청,서귀포시교육지원청,위미초등학교병설유치원,공립(병설),조수경,조수경,19810204,19810310,제주특별자치도 서귀포시 태위로 57,064-760-0280, , ,0,0,0,1,0,19,0,0,0,19,0,0,0,0,12,0,33.2742138177241,126.653469891087
제주특별자치도교육청,서귀포시교육지원청,의귀초등학교병설유치원,공립(병설),강미자,강미자,19820126,19820308,제주특별자치도 서귀포시 한신로 213,064-780-9990,064-780-9997,http://www.euigwi.es.kr,0,0,0,1,0,19,0,0,0,19,0,0,0,0,5,0,33.3110464514533,126.714072333831
제주특별자치도교육청,서귀포시교육지원청,중문초등학교병설유치원,공립(병설),양영철,양영철,20150301,20150301,제주특별자치도 서귀포시 천제연로 231,064-730-5691,064-738-3317, ,0,1,2,0,0,67,0,19,48,0,0,0,19,41,0,0,33.2522884843063,126.430075971343
제주특별자치도교육청,서귀포시교육지원청,창천초등학교병설유치원,공립(병설),김효순,김효순,19820126,19820308,제주특별자치도 서귀포시 창천중앙로 13,064-793-5670,064-793-5671,http://www.changcheon.es.kr,0,0,0,1,0,15,0,0,0,15,0,0,0,0,6,0,33.2636760908342,126.368613305846
제주특별자치도교육청,서귀포시교육지원청,태흥초등학교병설유치원,공립(병설),오정미,오정미,19810310,19810310,제주특별자치도 서귀포시 태위로 915,064-766-5080,064-766-5089,https://taeheung.jje.es.kr/,0,0,0,1,0,15,0,0,0,15,0,0,0,0,1,0,33.2863966938568,126.742829636787
제주특별자치도교육청,서귀포시교육지원청,토산초등학교병설유치원,공립(병설),홍영일,홍영일,19840315,19840315,제주특별자치도 서귀포시 토산중앙로 68-9,064-780-9270, , ,0,0,0,1,0,19,0,0,0,19,0,0,0,0,7,0,33.3124135619667,126.777629286444
제주특별자치도교육청,서귀포시교육지원청,토평초등학교병설유치원,공립(병설),고정희,고정희,19810310,19810310,제주특별자치도 서귀포시 토평남로 86,064-735-4770, , ,0,0,1,1,0,40,0,0,24,16,0,0,0,17,4,0,33.2660871409598,126.589514853732
제주특별자치도교육청,서귀포시교육지원청,표선초등학교병설유치원,공립(병설),송성환,송성환,19810214,19810214,제주특별자치도 서귀포시 표선동서로 293,064-786-4882,064-787-3872,http://pyoseon.es.kr,0,0,0,2,1,38,0,0,0,34,4,0,0,0,35,4,33.3298443015115,126.835527520339
제주특별자치도교육청,서귀포시교육지원청,풍천초등학교병설유치원,공립(병설),오동헌,오동헌,19850902,19850902,제주특별자치도 서귀포시 풍천로 18,064-786-5698, ,https://pungcheon.es.kr,0,0,0,1,0,19,0,0,0,19,0,0,0,0,11,0,33.3490894337552,126.850169961297
제주특별자치도교육청,서귀포시교육지원청,하례초등학교병설유치원,공립(병설),장금희,장금희,19840315,19840315,제주특별자치도 서귀포시 일주동로 8002,064-760-5607, ,http://HARYECHO@korea.kr,0,0,0,1,0,19,0,0,0,19,0,0,0,0,17,0,33.264764168123,126.630879516966
제주특별자치도교육청,서귀포시교육지원청,하원초등학교병설유치원,공립(병설),진영삼,진영삼,19810310,19810310,제주특별자치도 서귀포시 월평하원로 149,064-735-7831,064-738-1555,http://jjhawon.jje.es.kr,0,0,0,1,0,19,0,0,0,19,0,0,0,0,16,0,33.2531805197454,126.459412161609
제주특별자치도교육청,서귀포시교육지원청,한마음초등학교병설유치원,공립(병설),김공실,김공실,20010326,20010326,제주특별자치도 서귀포시 한마음초등로 408,064-780-2321,064-787-6215,https://hanmaum.jje.es.kr/,0,0,0,1,0,19,0,0,0,19,0,0,0,0,19,0,33.3520645278868,126.815007122055
제주특별자치도교육청,서귀포시교육지원청,해성유치원,사립(법인),재단법인 제주구천주교회유지재단 이사장 문창우,송숙자,19671013,19680301,제주특별자치도 서귀포시 중앙로150번길 17,064-762-7000,064-732-5444,http://haeseong.jje.kg.kr,2,2,2,0,0,140,40,48,52,0,0,40,48,51,0,0,33.2603610383225,126.560949009883
제주특별자치도교육청,서귀포시교육지원청,효돈초등학교병설유치원,공립(병설),오순경,오순경,19800419,19800501,제주특별자치도 서귀포시 효돈로 161,064-760-1870,064-760-1899,https://school.jje.go.kr/hyodon-e/main.do,0,1,1,0,0,43,0,19,24,0,0,0,19,23,0,0,33.2644974999647,126.616082578869
제주특별자치도교육청,서귀포시교육지원청,흥산초등학교병설유치원,공립(병설),오희복,오희복,19820305,19820310,제주특별자치도 서귀포시 일주동로 6642,064-730-2820,064-730-2888,https://heungsan.jje.es.kr/heungsan,0,0,0,1,0,19,0,0,0,19,0,0,0,0,4,0,33.3001584411397,126.765299667701
제주특별자치도교육청,제주시교육지원청,고산초등학교병설유치원,공립(병설),서성심,서성심,19810310,19810310,제주특별자치도 제주시 고산로1길 16,064-773-0248,064-772-5478, ,0,0,0,1,0,15,0,0,0,15,0,0,0,0,5,0,33.3043491102641,126.177433332221
제주특별자치도교육청,제주시교육지원청,광령초등학교병설유치원,공립(병설),김연희,김연희,19840305,19840312,제주특별자치도 제주시 광성로 276,064-748-4033,064-748-4093, ,0,0,0,2,0,38,0,0,0,38,0,0,0,0,24,0,33.4594747623077,126.436681894318
제주특별자치도교육청,제주시교육지원청,광양초등학교병설유치원,공립(병설),김은희,김은희,19840301,19840314,제주특별자치도 제주시 돈내길 5,064-754-6937,064-756-0014, ,0,1,1,0,0,43,0,19,24,0,0,0,9,16,0,0,33.5027600579984,126.529657104065
제주특별자치도교육청,제주시교육지원청,구엄초등학교병설유치원,공립(병설),강선욱,강선욱,19950302,19950302,제주특별자치도 제주시 일주서로 6768,064-797-8790,064-797-8799,http://www.gueom.jje.es.kr,0,0,0,1,0,19,0,0,0,19,0,0,0,0,18,0,33.4728964214985,126.375014874464
제주특별자치도교육청,제주시교육지원청,구좌중앙초등학교병설유치원,공립(병설),장은영,장은영,19810310,19810310,제주특별자치도 제주시 월정7길 1,064-780--7590,064-783-9380, ,0,0,0,1,0,19,0,0,0,19,0,0,0,0,6,0,33.5517176962994,126.797630313342
제주특별자치도교육청,제주시교육지원청,귀덕초등학교병설유치원,공립(병설),문선희,문선희,19810310,19810310,제주특별자치도 제주시 귀덕14길 14-5,064-795-7788, , ,0,0,0,1,0,15,0,0,0,15,0,0,0,0,4,0,33.4424437428293,126.293480882167
제주특별자치도교육청,제주시교육지원청,금호유치원,사립(법인),김희동,김희동,20041005,20050227,제주특별자치도 제주시 진군남2길 18,064-741-2710,064-741-2716,https://geumho.jje.kg.kr,2,5,5,0,0,348,58,145,145,0,0,52,140,140,0,0,33.4749114104485,126.477140060442
제주특별자치도교육청,제주시교육지원청,김녕초등학교병설동복분교장유치원,공립(병설),김양선,김양선,20190301,20190301,제주특별자치도 제주시 동복로 66-5,064-780-5920,064-780-5900,http://kimnyeong.jje.es.kr/,0,0,0,1,0,15,0,0,0,15,0,0,0,0,9,0,33.5524032842156,126.713573546374
제주특별자치도교육청,제주시교육지원청,김녕초등학교병설유치원,공립(병설),김양선,김양선,19800424,19800501,제주특별자치도 제주시 김녕로 117,064-780-4292,064-784-4077,http://www.kimnyeong.es.kr,0,0,0,1,0,19,0,0,0,19,0,0,0,0,15,0,33.5554256011869,126.75042359095
제주특별자치도교육청,제주시교육지원청,납읍초등학교병설유치원,공립(병설),정원희,정원희,19991207,20000314,제주특별자치도 제주시 납읍로2길 47,064-797-3482,064-797-3499,http://www.nabeup.jje.es.kr,0,0,0,1,0,19,0,0,0,19,0,0,0,0,16,0,33.435435820769,126.330648659636
제주특별자치도교육청,제주시교육지원청,노형초등학교병설유치원,공립(병설),현금순,현금순,19840227,19840227,제주특별자치도 제주시 노형로 383,064-740-8175,064-740-8470,http://nohyung.jje.es.kr/,0,1,3,0,2,91,0,16,62,0,13,0,16,62,0,13,33.485041594109,126.475928501836
제주특별자치도교육청,제주시교육지원청,대흘초등학교병설유치원,공립(병설),김문일,김문일,19840305,19840315,제주특별자치도 제주시 중산간동로 677,064-780-3690, , ,0,1,1,0,0,43,0,19,24,0,0,0,16,22,0,0,33.4995988860021,126.657771399005
제주특별자치도교육청,제주시교육지원청,도남초등학교병설유치원,공립(병설),박광철,박광철,20130301,20130307,제주특별자치도 제주시 도남로8길 22,064-728-0770,064-722-0770, ,0,0,3,0,0,72,0,0,72,0,0,0,0,72,0,0,33.4938752835492,126.526091534757
제주특별자치도교육청,제주시교육지원청,도련초등학교병설유치원,공립(병설),현미옥,현미옥,20150301,20150605,제주특별자치도 제주시 화삼로 104,064-754-9580,064-754-9598,http://www.doryeon.es.kr,0,0,3,0,1,72,0,0,70,0,2,0,0,70,0,2,33.5135874686879,126.584142064325
제주특별자치도교육청,제주시교육지원청,도리초등학교병설유치원,공립(병설),김희선,김희선,19820301,19820301,제주특별자치도 제주시 도리로 129,064-717-4670, ,http://www.jejudori.es.kr,0,0,0,2,0,38,0,0,0,38,0,0,0,0,34,0,33.5022035460206,126.465449314495
제주특별자치도교육청,제주시교육지원청,도평초등학교병설유치원,공립(병설),강미숙,강미숙,20160307,20160307,제주특별자치도 제주시 도평길 17,064-740-0170, ,http://www.jejudopyeong.es.kr,0,0,2,0,0,48,0,0,48,0,0,0,0,43,0,0,33.4807595570956,126.447217789582
제주특별자치도교육청,제주시교육지원청,동광초등학교병설유치원,공립(병설),김경애,김경애,20190306,20190306,제주특별자치도 제주시 태성로 6,064-729-5893,064-729-5899,http://donggwang.jje.es.kr/,0,0,2,0,0,48,0,0,48,0,0,0,0,48,0,0,33.5017341151039,126.54714211644
제주특별자치도교육청,제주시교육지원청,동원유치원,사립(법인),현은선,현은선,19990301,19990301,제주특별자치도 제주시 황새왓길 20,064-702-0012,064-702-0093,http://dongwon.jje.kg.kr,2,3,3,0,0,232,52,84,87,0,0,52,84,86,0,0,33.4979916452541,126.55096667398
제주특별자치도교육청,제주시교육지원청,동화초등학교병설유치원,공립(병설),김빛나,김빛나,19980115,19980302,제주특별자치도 제주시 동화로1길 44,064-729-5770,064-729-5773,http://www.dongwa-jje.es.kr,0,2,2,0,0,86,0,38,48,0,0,0,38,48,0,0,33.5185289535163,126.575747708879
제주특별자치도교육청,제주시교육지원청,마야유치원,사립(사인),장승하,김이숙,19910303,19910303,제주특별자치도 제주시 거로남6길 48,064-755-3131,064-755-3155,https://maya.jje.kg.kr,0,2,1,0,0,96,0,44,26,0,0,0,20,21,0,0,33.5078849907639,126.564753430006
제주특별자치도교육청,제주시교육지원청,물메초등학교병설유치원,공립(병설),임소양,임소양,19840305,19840305,제주특별자치도 제주시 엄수로 202-4,064-717-8004,064-717-8099,http://www.mulme.es.kr,0,0,0,1,0,19,0,0,0,19,0,0,0,0,13,0,33.4660897134967,126.391223384468
제주특별자치도교육청,제주시교육지원청,백록초등학교병설유치원,공립(병설),김영숙,김영숙,20190301,20190306,제주특별자치도 제주시 정존5길 62,064-754-1600,064-754-1690,http://bn.jje.es.kr/,0,0,3,0,0,72,0,0,72,0,0,0,0,57,0,0,33.4871007760804,126.470226694022
제주특별자치도교육청,제주시교육지원청,봉개초등학교병설유치원,공립(병설),문영호,문영호,20090813,20090813,제주특별자치도 제주시 번영로 484,064-720-6881,064-721-3384, ,0,0,1,0,0,24,0,0,24,0,0,0,0,23,0,0,33.4900309821425,126.593812890162
제주특별자치도교육청,제주시교육지원청,북촌초등학교병설유치원,공립(병설),강연심,강연심,19840307,19840307,제주특별자치도 제주시 일주동로 1481,064-717-3810,064-717-3881,https://bukchon.jje.es.kr,0,0,0,1,0,19,0,0,0,19,0,0,0,0,18,0,33.5479698094638,126.691715269644
제주특별자치도교육청,제주시교육지원청,삼성초등학교병설유치원,공립(병설),김인선,김인선,19840315,19840315,제주특별자치도 제주시 서광로29길 35,064-720-0770,064-751-2683,https://school.jje.go.kr/samsung-e/main.do,0,1,3,0,1,91,0,16,67,0,8,0,16,66,0,8,33.5034485151124,126.525672867232
제주특별자치도교육청,제주시교육지원청,삼양초등학교병설유치원,공립(병설),부철희,부철희,19840312,19840312,제주특별자치도 제주시 지석14길 7,064-729-6870,064-729-6891, ,0,0,4,0,0,96,0,0,96,0,0,0,0,92,0,0,33.5208778839362,126.586858881805
제주특별자치도교육청,제주시교육지원청,삼화초등학교병설유치원,공립(병설),현석한,현석한,20140301,20140301,제주특별자치도 제주시 화삼북로2길 27,064-750-3492,064-750-3499,https://school.jje.go.kr/jj-samhwa,0,0,2,0,0,48,0,0,48,0,0,0,0,48,0,0,33.5152246865252,126.577004936745
제주특별자치도교육청,제주시교육지원청,세화초등학교병설유치원,공립(병설),강두식,강두식,19810205,19810305,제주특별자치도 제주시 구좌로 65,064-766-6580,064-766-6599, ,0,0,0,1,0,19,0,0,0,19,0,0,0,0,19,0,33.5227336531163,126.858920694072
제주특별자치도교육청,제주시교육지원청,송당초등학교병설유치원,공립(병설),이경미,이경미,19850902,19850902,제주특별자치도 제주시 중산간동로 2218-3,064-780-6885,064-782-9755,https://songdang.jje.es.kr/,0,0,0,1,0,19,0,0,0,19,0,0,0,0,11,0,33.4711010918244,126.781010330271
제주특별자치도교육청,제주시교육지원청,수원초등학교병설유치원,공립(병설),송연옥,송연옥,19810205,19810205,제주특별자치도 제주시 한림로 822,064-797-3100,064-797-3199,https://school.jje.go.kr/suwon,0,0,0,1,0,19,0,0,0,19,0,0,0,0,11,0,33.4256115529287,126.270419438549
제주특별자치도교육청,제주시교육지원청,신광초등학교병설유치원,공립(병설),강남철,강남철,20140301,20140307,제주특별자치도 제주시 성신로 25,064-741-0870,064-741-0876,https://school.jje.go.kr/jeju-sk/main.do,0,2,3,0,1,110,0,37,68,0,5,0,37,68,0,6,33.4915982486357,126.484998238357
제주특별자치도교육청,제주시교육지원청,신제주초등학교병설유치원,공립(병설),박은진,박은진,20230301,20230301,제주특별자치도 제주시 비월길 29,064-760-8701, ,https://school.jje.go.kr/shinjeju,0,0,4,0,0,96,0,0,96,0,0,0,0,96,0,0,33.4829666047932,126.497812532662
제주특별자치도교육청,제주시교육지원청,신촌초등학교병설유치원,공립(병설),오승희,오승희,19810205,19810310,제주특별자치도 제주시 신북로 51,064-780-5769,064-780-5789,http://www.jsinchon.es.kr,0,1,1,0,0,43,0,19,24,0,0,0,19,21,0,0,33.5342645549517,126.619167862846
제주특별자치도교육청,제주시교육지원청,아라초등학교병설유치원,공립(병설),이창환,이창환,19971030,19980314,제주특별자치도 제주시 중앙로 518,064-729-5922,064-729-5949,https://school.jje.go.kr/jejuara,0,0,5,0,1,120,0,0,113,0,7,0,0,113,0,7,33.4762309605807,126.543795472324
제주특별자치도교육청,제주시교육지원청,애월초등학교병설유치원,공립(병설),고충희,고충희,19810310,19810310,제주특별자치도 제주시 애월로 139-10,064-795-8970, ,http://www.aewol.es.kr,0,0,0,1,0,19,0,0,0,19,0,0,0,0,15,0,33.4653448597367,126.322011820867
제주특별자치도교육청,제주시교육지원청,어도초등학교병설유치원,공립(병설),양순욱,양순욱,19820309,19820309,제주특별자치도 제주시 봉성로 76,064-797-7671, , ,0,0,0,1,0,19,0,0,0,19,0,0,0,0,9,0,33.4201951489607,126.313140615032
제주특별자치도교육청,제주시교육지원청,영평초등학교병설유치원,공립(병설),문정옥,문정옥,19840227,19840312,제주특별자치도 제주시 아봉로 225,064-750-5470,064-750-5471,https://yeongpyeonp.jje.es.kr/,0,0,3,0,0,72,0,0,72,0,0,0,0,71,0,0,33.4787458209714,126.56703012936
제주특별자치도교육청,제주시교육지원청,오라초등학교병설유치원,공립(병설),김애숙,김애숙,19820126,19820302,제주특별자치도 제주시 연사길 48,064-720-4490,064-743-8064,http://www.ora.es.kr/,0,0,2,0,0,48,0,0,48,0,0,0,0,48,0,0,33.4895091602212,126.513555317352
제주특별자치도교육청,제주시교육지원청,외도초등학교병설유치원,공립(병설),김창희,김창희,19820126,19820126,제주특별자치도 제주시 일주서로 7368,064-717-5571,064-743-2861,http://www.oedo.jje.es.kr,0,0,4,0,0,96,0,0,96,0,0,0,0,96,0,0,33.4926619556176,126.434443113727
제주특별자치도교육청,제주시교육지원청,우도초등학교병설유치원,공립(병설),이강식,이강식,19810205,19810205,제주특별자치도 제주시 우도로 156-11,064-786-4518,064-786-4595, ,0,0,0,1,0,15,0,0,0,15,0,0,0,0,8,0,33.5055268165918,126.955929818613
제주특별자치도교육청,제주시교육지원청,월랑유치원,공립(단설),김순영,김순영,20240901,20240901,제주특별자치도 제주시 남녕로 63,064-717-8600,064-717-8620,https://school.jje.go.kr/wollang-kg,0,2,3,0,1,110,0,37,66,0,7,0,37,66,0,7,33.4931213801602,126.478442782484
제주특별자치도교육청,제주시교육지원청,이도초등학교병설유치원,공립(병설),이철우,이철우,20120301,20120301,제주특별자치도 제주시 구남동2길 58,064-754-5270,064-754-5274,http://ido.jje.es.kr,0,0,3,0,0,72,0,0,72,0,0,0,0,72,0,0,33.4878978361734,126.53213443453
제주특별자치도교육청,제주시교육지원청,인화초등학교병설유치원,공립(병설),강연실,강연실,19840227,19840312,제주특별자치도 제주시 신산로15길 35,064-730-0975,064-724-3866,http://inhwa.jje.es.kr,0,0,3,0,1,72,0,0,69,0,3,0,0,69,0,3,33.5072501382845,126.538377504141
제주특별자치도교육청,제주시교육지원청,일도초등학교병설유치원,공립(병설),서혜순,서혜순,19950314,19950314,제주특별자치도 제주시 삼성로9길 27,064-757-7389,064-756-2934,http://ildo.jje.es.kr/,0,1,1,0,0,43,0,19,24,0,0,0,12,12,0,0,33.5094885919443,126.529690316102
제주특별자치도교육청,제주시교육지원청,장전초등학교병설유치원,공립(병설),강태심,강태심,19840320,19840320,제주특별자치도 제주시 장전로 122,064-798-2210,064-798-2250,http://www.jangjeon.jje.es.kr,0,0,1,0,0,24,0,0,24,0,0,0,0,17,0,0,33.4494428845993,126.390374881397
제주특별자치도교육청,제주시교육지원청,재릉초등학교병설유치원,공립(병설),고영리,고영리,19810310,19810310,제주특별자치도 제주시 한림로 288-18,064-795-5781,064-795-5799,http://www.jaereung.es.k,0,0,1,0,0,24,0,0,24,0,0,0,0,24,0,0,33.3885232419598,126.238912082298
